map_name,circuit_id,td,course_type,leg_index,leg_m,fitness_total,parallel_affordance,crossing_density,exit_clarity,contour_crossing_guidance,HANDRAIL_FOLLOW,LINE_CROSSING,ATTACK_POINT,DIRECT_RISK_RUN,RELIEF_CROSSING_GUIDANCE,SAFETY_RECOVERY,score_a,penalty_b,score_d,score_h,n_unique_tags
cerisy,066b4625c7,3,forest,7,203.7,55.0412,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.8702,0.1501,0.755,0.5826,4
cerisy,066b4625c7,3,forest,8,453.2,55.0412,0.6851,0.397,0.0,0.298,0.0,0.397,0.6985,0.0,0.0,0.1771,0.8702,0.1501,0.755,0.5826,4
cerisy,066b4625c7,3,forest,9,1172.0,55.0412,1.0,0.2332,0.9542,0.6607,0.9768,0.0997,0.0282,0.0,0.6454,0.0,0.8702,0.1501,0.755,0.5826,4
cerisy,d3669e27a5,4,forest,0,257.9,50.6116,0.8547,0.1159,0.1607,0.4319,0.3426,0.1048,0.4683,0.0,0.1731,0.062,0.8702,0.0818,0.4051,0.6059,4
cerisy,d3669e27a5,4,forest,1,710.5,50.6116,1.0,0.2496,0.9424,0.5243,0.9708,0.1085,0.036,0.0,0.509,0.0,0.8702,0.0818,0.4051,0.6059,4
cerisy,d3669e27a5,4,forest,2,382.9,50.6116,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.8702,0.0818,0.4051,0.6059,4
cerisy,d3669e27a5,4,forest,3,164.8,50.6116,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.8702,0.0818,0.4051,0.6059,4
cerisy,d3669e27a5,4,forest,4,428.3,50.6116,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.8702,0.0818,0.4051,0.6059,4
cerisy,d3669e27a5,4,forest,5,440.1,50.6116,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.8702,0.0818,0.4051,0.6059,4
cerisy,d3669e27a5,4,forest,6,288.9,50.6116,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.8702,0.0818,0.4051,0.6059,4
cerisy,d3669e27a5,4,forest,7,458.4,50.6116,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.8702,0.0818,0.4051,0.6059,4
cerisy,d3669e27a5,4,forest,8,515.4,50.6116,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.8702,0.0818,0.4051,0.6059,4
cerisy,d3669e27a5,4,forest,9,434.7,50.6116,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.8702,0.0818,0.4051,0.6059,4
cerisy,d3669e27a5,4,forest,10,584.2,50.6116,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.8702,0.0818,0.4051,0.6059,4
cerisy,d3669e27a5,4,forest,11,348.4,50.6116,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.8702,0.0818,0.4051,0.6059,4
cerisy,d3669e27a5,4,forest,12,938.6,50.6116,1.0,0.6003,0.0,0.7954,0.0,0.6003,0.8001,0.0,0.0,0.0,0.8702,0.0818,0.4051,0.6059,4
cerisy,d3669e27a5,4,forest,13,537.3,50.6116,0.6205,0.1845,0.9825,0.3846,0.615,0.0757,0.0104,0.0,0.3812,0.0036,0.8702,0.0818,0.4051,0.6059,4
cerisy,5f0c97f652,4,forest,0,252.5,52.8723,1.0,0.0,1.0,0.2416,1.0,0.0,0.0,0.0,0.2416,0.0,0.8702,0.1309,0.4759,0.5662,3
cerisy,5f0c97f652,4,forest,1,269.3,52.8723,1.0,0.266,0.8691,0.4102,0.9323,0.1273,0.0829,0.0,0.3824,0.0,0.8702,0.1309,0.4759,0.5662,3
cerisy,5f0c97f652,4,forest,2,702.1,52.8723,0.744,0.2522,0.7836,1.0,0.6586,0.1336,0.1355,0.0,0.8852,0.0,0.8702,0.1309,0.4759,0.5662,3
cerisy,5f0c97f652,4,forest,3,246.6,52.8723,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.8702,0.1309,0.4759,0.5662,3
cerisy,5f0c97f652,4,forest,4,401.2,52.8723,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.8702,0.1309,0.4759,0.5662,3
cerisy,5f0c97f652,4,forest,5,241.1,52.8723,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.8702,0.1309,0.4759,0.5662,3
