circuit_id,td,course_type,leg_index,leg_m,fitness_total,parallel_affordance,crossing_density,exit_clarity,contour_crossing_guidance,HANDRAIL_FOLLOW,LINE_CROSSING,ATTACK_POINT,DIRECT_RISK_RUN,RELIEF_CROSSING_GUIDANCE,SAFETY_RECOVERY,score_a,penalty_b,score_d,score_h
e6f52c6400,5,forest,17,690.2,2.3457,0.2999,0.1021,0.0,1.0,0.0,0.1021,0.551,0.0,0.0,0.0,0.8702,0.0215,0.4953,0.6367
e6f52c6400,5,forest,18,128.3,2.3457,0.2125,0.2347,0.2389,1.0,0.1038,0.201,0.4699,0.0,0.4888,0.0,0.8702,0.0215,0.4953,0.6367
be909a3f8e,5,forest,0,556.7,25.0694,1.0,0.1568,0.416,1.0,0.6449,0.1177,0.3378,0.0,0.6449,0.0,0.8702,0.116,0.4899,0.5811
be909a3f8e,5,forest,1,564.3,25.0694,0.2347,0.1083,0.6645,1.0,0.1913,0.0651,0.1859,0.0,0.8152,0.0,0.8702,0.116,0.4899,0.5811
be909a3f8e,5,forest,2,785.6,25.0694,1.0,0.1358,0.5986,1.0,0.7737,0.087,0.228,0.0,0.7737,0.0,0.8702,0.116,0.4899,0.5811
be909a3f8e,5,forest,3,609.5,25.0694,1.0,0.1597,0.7655,1.0,0.8749,0.0864,0.136,0.0,0.8749,0.0,0.8702,0.116,0.4899,0.5811
be909a3f8e,5,forest,4,329.7,25.0694,1.0,0.2044,0.6211,1.0,0.7881,0.1282,0.2282,0.0,0.7881,0.0,0.8702,0.116,0.4899,0.5811
be909a3f8e,5,forest,5,698.9,25.0694,0.3352,0.0708,0.2088,1.0,0.1532,0.0619,0.4236,0.0,0.4569,0.0,0.8702,0.116,0.4899,0.5811
be909a3f8e,5,forest,6,337.1,25.0694,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.8702,0.116,0.4899,0.5811
be909a3f8e,5,forest,7,320.8,25.0694,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.8702,0.116,0.4899,0.5811
be909a3f8e,5,forest,8,284.3,25.0694,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.8702,0.116,0.4899,0.5811
be909a3f8e,5,forest,9,92.1,25.0694,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.8702,0.116,0.4899,0.5811
be909a3f8e,5,forest,10,832.3,25.0694,0.0,0.0,0.0,0.5184,0.0,0.0,0.5,0.0,0.0,0.2408,0.8702,0.116,0.4899,0.5811
be909a3f8e,5,forest,11,294.1,25.0694,0.0,0.0,0.0,0.5066,0.0,0.0,0.5,0.0,0.0,0.2467,0.8702,0.116,0.4899,0.5811
be909a3f8e,5,forest,12,456.6,25.0694,0.0,0.0,0.0,0.3821,0.0,0.0,0.5,0.0,0.0,0.309,0.8702,0.116,0.4899,0.5811
be909a3f8e,5,forest,13,621.9,25.0694,0.0,0.0,0.0,0.574,0.0,0.0,0.5,0.0,0.0,0.213,0.8702,0.116,0.4899,0.5811
be909a3f8e,5,forest,14,511.3,25.0694,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.8702,0.116,0.4899,0.5811
be909a3f8e,5,forest,15,1315.0,25.0694,0.7224,0.234,0.0,1.0,0.0,0.234,0.617,0.0,0.0,0.0,0.8702,0.116,0.4899,0.5811
be909a3f8e,5,forest,16,386.5,25.0694,0.5118,0.1082,0.9948,1.0,0.5104,0.0436,0.0029,0.0,0.9974,0.0,0.8702,0.116,0.4899,0.5811
be909a3f8e,5,forest,17,542.8,25.0694,0.7661,0.1274,0.1356,1.0,0.2821,0.1171,0.4873,0.0,0.3683,0.0,0.8702,0.116,0.4899,0.5811
be909a3f8e,5,forest,18,504.1,25.0694,0.757,0.1181,0.5396,1.0,0.556,0.0799,0.2574,0.0,0.7345,0.0,0.8702,0.116,0.4899,0.5811
69db6a24a5,5,forest,0,1070.9,-10.3649,1.0,0.117,0.8001,1.0,0.8945,0.0609,0.1116,0.0,0.8945,0.0,0.8702,0.1457,0.4559,0.5811
69db6a24a5,5,forest,1,386.2,-10.3649,0.496,0.1412,0.2929,1.0,0.2685,0.1164,0.4034,0.0,0.5412,0.0,0.8702,0.1457,0.4559,0.5811
69db6a24a5,5,forest,2,743.6,-10.3649,0.696,0.1149,0.0047,1.0,0.0475,0.1145,0.5548,0.0,0.0683,0.0,0.8702,0.1457,0.4559,0.5811
69db6a24a5,5,forest,3,536.2,-10.3649,0.4938,0.2251,0.9809,1.0,0.4891,0.0926,0.0117,0.0,0.9904,0.0,0.8702,0.1457,0.4559,0.5811
69db6a24a5,5,forest,4,367.4,-10.3649,1.0,0.128,0.7329,1.0,0.8561,0.0717,0.1507,0.0,0.8561,0.0,0.8702,0.1457,0.4559,0.5811
69db6a24a5,5,forest,5,257.2,-10.3649,0.5706,0.3042,0.0011,1.0,0.0185,0.304,0.6514,0.0,0.0325,0.0,0.8702,0.1457,0.4559,0.5811
69db6a24a5,5,forest,6,468.0,-10.3649,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.8702,0.1457,0.4559,0.5811
69db6a24a5,5,forest,7,652.5,-10.3649,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.8702,0.1457,0.4559,0.5811
69db6a24a5,5,forest,8,184.5,-10.3649,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.8702,0.1457,0.4559,0.5811
69db6a24a5,5,forest,9,522.5,-10.3649,0.0,0.0,0.0,0.8247,0.0,0.0,0.5,0.0,0.0,0.0877,0.8702,0.1457,0.4559,0.5811
69db6a24a5,5,forest,10,862.8,-10.3649,0.3065,0.0429,0.0,1.0,0.0,0.0429,0.5215,0.0,0.0,0.0,0.8702,0.1457,0.4559,0.5811
69db6a24a5,5,forest,11,540.9,-10.3649,0.1684,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.8702,0.1457,0.4559,0.5811
69db6a24a5,5,forest,12,440.6,-10.3649,0.4185,0.0,0.3657,1.0,0.2531,0.0,0.3171,0.0,0.6047,0.0,0.8702,0.1457,0.4559,0.5811
69db6a24a5,5,forest,13,340.2,-10.3649,0.1924,0.0,0.6656,1.0,0.1569,0.0,0.1672,0.0,0.8158,0.0,0.8702,0.1457,0.4559,0.5811
69db6a24a5,5,forest,14,1005.0,-10.3649,0.325,0.1694,0.0,1.0,0.0,0.1694,0.5847,0.0,0.0,0.0,0.8702,0.1457,0.4559,0.5811
69db6a24a5,5,forest,15,540.2,-10.3649,0.9785,0.0938,0.0692,1.0,0.2573,0.09,0.5091,0.0,0.263,0.0,0.8702,0.1457,0.4559,0.5811
69db6a24a5,5,forest,16,129.8,-10.3649,0.1648,0.0412,0.6028,1.0,0.128,0.0263,0.2068,0.0,0.7764,0.0,0.8702,0.1457,0.4559,0.5811
69db6a24a5,5,forest,17,573.3,-10.3649,0.3298,0.1035,0.1169,1.0,0.1128,0.0963,0.4873,0.0,0.3419,0.0,0.8702,0.1457,0.4559,0.5811
69db6a24a5,5,forest,18,689.2,-10.3649,0.4636,0.1044,0.9628,1.0,0.4549,0.0441,0.0206,0.0,0.9812,0.0,0.8702,0.1457,0.4559,0.5811
dd83c21155,5,forest,0,598.3,47.9606,1.0,0.2479,0.5459,1.0,0.7388,0.1667,0.2834,0.0,0.7388,0.0,0.8702,0.0654,0.4316,0.5432
dd83c21155,5,forest,1,299.5,47.9606,0.0596,0.1527,0.113,1.0,0.02,0.1424,0.5112,0.0,0.3362,0.0,0.8702,0.0654,0.4316,0.5432
dd83c21155,5,forest,2,405.6,47.9606,0.5427,0.0741,0.374,1.0,0.3319,0.0575,0.3362,0.0,0.6116,0.0,0.8702,0.0654,0.4316,0.5432
dd83c21155,5,forest,3,551.8,47.9606,1.0,0.2305,0.9976,1.0,0.9988,0.0925,0.0015,0.0,0.9988,0.0,0.8702,0.0654,0.4316,0.5432
dd83c21155,5,forest,4,283.6,47.9606,0.7573,0.1619,0.1787,1.0,0.3202,0.1445,0.4771,0.0,0.4228,0.0,0.8702,0.0654,0.4316,0.5432
dd83c21155,5,forest,5,526.9,47.9606,1.0,0.1516,0.4661,1.0,0.6827,0.1092,0.3074,0.0,0.6827,0.0,0.8702,0.0654,0.4316,0.5432
dd83c21155,5,forest,6,621.3,47.9606,1.0,0.1227,0.7472,1.0,0.8644,0.0677,0.1419,0.0,0.8644,0.0,0.8702,0.0654,0.4316,0.5432
dd83c21155,5,forest,7,195.6,47.9606,0.2499,0.0253,0.9814,1.0,0.2476,0.0104,0.0095,0.0,0.9907,0.0,0.8702,0.0654,0.4316,0.5432
dd83c21155,5,forest,8,399.8,47.9606,0.1954,0.1288,0.2516,1.0,0.098,0.1094,0.4224,0.0,0.5016,0.0,0.8702,0.0654,0.4316,0.5432
dd83c21155,5,forest,9,763.6,47.9606,0.9569,0.1264,0.6832,1.0,0.791,0.0746,0.1784,0.0,0.8266,0.0,0.8702,0.0654,0.4316,0.5432
dd83c21155,5,forest,10,524.3,47.9606,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.8702,0.0654,0.4316,0.5432
dd83c21155,5,forest,11,357.7,47.9606,0.6821,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.8702,0.0654,0.4316,0.5432
dd83c21155,5,forest,12,343.4,47.9606,0.1505,0.4027,0.2524,1.0,0.0756,0.3417,0.5243,0.0,0.5024,0.0,0.8702,0.0654,0.4316,0.5432
dd83c21155,5,forest,13,863.1,47.9606,0.8488,0.1331,0.954,1.0,0.8291,0.0569,0.0261,0.0,0.9767,0.0,0.8702,0.0654,0.4316,0.5432
dd83c21155,5,forest,14,410.9,47.9606,0.0,0.1116,0.1419,1.0,0.0,0.1021,0.4769,0.0,0.3767,0.0,0.8702,0.0654,0.4316,0.5432
dd83c21155,5,forest,15,121.0,47.9606,0.0,0.0,0.7017,1.0,0.0,0.0,0.1491,0.0,0.8377,0.0,0.8702,0.0654,0.4316,0.5432
dd83c21155,5,forest,16,140.0,47.9606,0.0,0.0997,0.6585,1.0,0.0,0.0603,0.1878,0.0,0.8115,0.0,0.8702,0.0654,0.4316,0.5432
dd83c21155,5,forest,17,473.5,47.9606,0.0,0.0997,0.2526,1.0,0.0,0.0846,0.411,0.0,0.5026,0.0,0.8702,0.0654,0.4316,0.5432
dd83c21155,5,forest,18,531.5,47.9606,0.5644,0.0472,0.0,1.0,0.0,0.0472,0.5236,0.0,0.0,0.0,0.8702,0.0654,0.4316,0.5432
e6c6a1fa8c,5,forest,0,460.2,47.4693,1.0,0.093,0.7463,1.0,0.8639,0.0514,0.1387,0.0,0.8639,0.0,0.8702,0.1545,0.5011,0.4963
e6c6a1fa8c,5,forest,1,1003.2,47.4693,1.0,0.1088,0.0948,1.0,0.3079,0.1026,0.5018,0.0,0.3079,0.0,0.8702,0.1545,0.5011,0.4963
e6c6a1fa8c,5,forest,2,535.2,47.4693,0.6088,0.1344,0.9823,1.0,0.6034,0.0552,0.01,0.0,0.9911,0.0,0.8702,0.1545,0.5011,0.4963
e6c6a1fa8c,5,forest,3,655.8,47.4693,1.0,0.1222,0.2182,1.0,0.4671,0.1062,0.4387,0.0,0.4671,0.0,0.8702,0.1545,0.5011,0.4963
e6c6a1fa8c,5,forest,4,440.2,47.4693,0.6434,0.2616,0.1486,1.0,0.248,0.2383,0.5371,0.0,0.3855,0.0,0.8702,0.1545,0.5011,0.4963
e6c6a1fa8c,5,forest,5,241.3,47.4693,1.0,0.0,0.8446,1.0,0.919,0.0,0.0777,0.0,0.919,0.0,0.8702,0.1545,0.5011,0.4963
e6c6a1fa8c,5,forest,6,551.9,47.4693,0.5886,0.1519,0.952,1.0,0.5743,0.0651,0.0277,0.0,0.9757,0.0,0.8702,0.1545,0.5011,0.4963
e6c6a1fa8c,5,forest,7,301.4,47.4693,0.6324,0.1006,0.5931,1.0,0.487,0.0648,0.2239,0.0,0.7701,0.0,0.8702,0.1545,0.5011,0.4963
e6c6a1fa8c,5,forest,8,442.8,47.4693,0.0,0.1564,0.1735,1.0,0.0,0.1402,0.4779,0.0,0.4165,0.0,0.8702,0.1545,0.5011,0.4963
e6c6a1fa8c,5,forest,9,1244.3,47.4693,0.7721,0.0761,0.6325,1.0,0.6141,0.0472,0.1977,0.0,0.7953,0.0,0.8702,0.1545,0.5011,0.4963
e6c6a1fa8c,5,forest,10,170.0,47.4693,0.0255,0.0,0.9071,0.6635,0.0243,0.0,0.0464,0.0,0.632,0.0156,0.8702,0.1545,0.5011,0.4963
e6c6a1fa8c,5,forest,11,227.2,47.4693,0.4022,0.0,0.8354,1.0,0.3676,0.0,0.0823,0.0,0.914,0.0,0.8702,0.1545,0.5011,0.4963
e6c6a1fa8c,5,forest,12,468.3,47.4693,0.5474,0.2688,0.0,1.0,0.0,0.2688,0.6344,0.0,0.0,0.0,0.8702,0.1545,0.5011,0.4963
e6c6a1fa8c,5,forest,13,719.8,47.4693,1.0,0.1164,0.3303,1.0,0.5747,0.0934,0.3738,0.0,0.5747,0.0,0.8702,0.1545,0.5011,0.4963
e6c6a1fa8c,5,forest,14,393.3,47.4693,0.731,0.0343,0.9019,1.0,0.6942,0.0157,0.0507,0.0,0.9497,0.0,0.8702,0.1545,0.5011,0.4963
e6c6a1fa8c,5,forest,15,546.5,47.4693,1.0,0.1737,0.7184,1.0,0.8476,0.0988,0.1653,0.0,0.8476,0.0,0.8702,0.1545,0.5011,0.4963
e6c6a1fa8c,5,forest,16,587.0,47.4693,1.0,0.3788,0.9902,1.0,0.9951,0.1538,0.0067,0.0,0.9951,0.0,0.8702,0.1545,0.5011,0.4963
e6c6a1fa8c,5,forest,17,1004.0,47.4693,1.0,0.1114,0.2793,1.0,0.5285,0.0928,0.4005,0.0,0.5285,0.0,0.8702,0.1545,0.5011,0.4963
e6c6a1fa8c,5,forest,18,397.5,47.4693,1.0,0.1118,0.1859,1.0,0.4312,0.0993,0.4525,0.0,0.4312,0.0,0.8702,0.1545,0.5011,0.4963
3410e0064a,5,forest,0,74.8,-4.7879,0.0,0.0,0.976,1.0,0.0,0.0,0.012,0.0,0.9879,0.0,0.8702,0.0592,0.4865,0.5869
3410e0064a,5,forest,1,434.7,-4.7879,0.4008,0.1849,0.1824,1.0,0.1712,0.1647,0.4844,0.0,0.4271,0.0,0.8702,0.0592,0.4865,0.5869
3410e0064a,5,forest,2,545.1,-4.7879,0.9308,0.0952,0.2813,1.0,0.4937,0.0792,0.3936,0.0,0.5303,0.0,0.8702,0.0592,0.4865,0.5869
3410e0064a,5,forest,3,343.4,-4.7879,0.0818,0.1472,0.7034,0.7848,0.0686,0.0851,0.1701,0.0,0.6583,0.0329,0.8702,0.0592,0.4865,0.5869
3410e0064a,5,forest,4,604.6,-4.7879,0.2008,0.134,0.0,1.0,0.0,0.134,0.567,0.0,0.0,0.0,0.8702,0.0592,0.4865,0.5869
3410e0064a,5,forest,5,529.5,-4.7879,0.1653,0.0812,0.9961,1.0,0.165,0.0327,0.0021,0.0,0.9981,0.0,0.8702,0.0592,0.4865,0.5869
3410e0064a,5,forest,6,353.5,-4.7879,0.4301,0.0631,0.1333,1.0,0.157,0.0581,0.4607,0.0,0.3651,0.0,0.8702,0.0592,0.4865,0.5869
3410e0064a,5,forest,7,1009.5,-4.7879,0.3118,0.1447,0.2046,1.0,0.1411,0.127,0.4553,0.0,0.4523,0.0,0.8702,0.0592,0.4865,0.5869
3410e0064a,5,forest,8,367.3,-4.7879,0.8921,0.2867,0.6703,1.0,0.7303,0.1714,0.2121,0.0,0.8187,0.0,0.8702,0.0592,0.4865,0.5869
3410e0064a,5,forest,9,133.7,-4.7879,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.8702,0.0592,0.4865,0.5869
3410e0064a,5,forest,10,156.0,-4.7879,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.8702,0.0592,0.4865,0.5869
3410e0064a,5,forest,11,586.6,-4.7879,1.0,0.2434,0.0,1.0,0.0,0.2434,0.6217,0.0,0.0,0.0,0.8702,0.0592,0.4865,0.5869
3410e0064a,5,forest,12,575.5,-4.7879,1.0,0.183,0.92,1.0,0.9592,0.082,0.0473,0.0,0.9592,0.0,0.8702,0.0592,0.4865,0.5869
3410e0064a,5,forest,13,327.2,-4.7879,0.3408,0.0,1.0,1.0,0.3408,0.0,0.0,0.0,1.0,0.0,0.8702,0.0592,0.4865,0.5869
3410e0064a,5,forest,14,628.8,-4.7879,0.9342,0.1285,0.0,1.0,0.0,0.1285,0.5643,0.0,0.0,0.0,0.8702,0.0592,0.4865,0.5869
3410e0064a,5,forest,15,340.1,-4.7879,0.7594,0.3522,0.8736,1.0,0.7098,0.1676,0.0855,0.0,0.9347,0.0,0.8702,0.0592,0.4865,0.5869
3410e0064a,5,forest,16,725.2,-4.7879,1.0,0.1671,0.0,1.0,0.0,0.1671,0.5836,0.0,0.0,0.0,0.8702,0.0592,0.4865,0.5869
3410e0064a,5,forest,17,403.4,-4.7879,1.0,0.0,0.6419,1.0,0.8012,0.0,0.179,0.0,0.8012,0.0,0.8702,0.0592,0.4865,0.5869
3410e0064a,5,forest,18,328.4,-4.7879,0.9727,0.0325,0.4858,1.0,0.678,0.023,0.2654,0.0,0.697,0.0,0.8702,0.0592,0.4865,0.5869
080228612d,5,forest,0,447.0,46.0154,0.2766,0.1329,0.4952,1.0,0.1946,0.0934,0.2859,0.0,0.7037,0.0,0.8702,0.1275,0.488,0.6089
080228612d,5,forest,1,351.9,46.0154,0.0,0.0174,0.105,1.0,0.0,0.0163,0.4553,0.0,0.324,0.0,0.8702,0.1275,0.488,0.6089
080228612d,5,forest,2,736.6,46.0154,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.8702,0.1275,0.488,0.6089
080228612d,5,forest,3,469.4,46.0154,0.1341,0.0762,0.0,0.9553,0.0,0.0762,0.5381,0.0,0.0,0.0224,0.8702,0.1275,0.488,0.6089
080228612d,5,forest,4,573.9,46.0154,0.1892,0.0533,0.7624,1.0,0.1652,0.0289,0.1252,0.0,0.8731,0.0,0.8702,0.1275,0.488,0.6089
080228612d,5,forest,5,524.8,46.0154,0.3388,0.1966,0.6955,1.0,0.2826,0.1146,0.1822,0.0,0.834,0.0,0.8702,0.1275,0.488,0.6089
080228612d,5,forest,6,570.4,46.0154,0.9462,0.1049,0.5634,1.0,0.7102,0.0695,0.2412,0.0,0.7506,0.0,0.8702,0.1275,0.488,0.6089
080228612d,5,forest,7,446.0,46.0154,0.2442,0.1686,0.0,1.0,0.0,0.1686,0.5843,0.0,0.0,0.0,0.8702,0.1275,0.488,0.6089
080228612d,5,forest,8,254.0,46.0154,0.4602,0.1871,0.9184,1.0,0.4411,0.084,0.0484,0.0,0.9583,0.0,0.8702,0.1275,0.488,0.6089
080228612d,5,forest,9,465.4,46.0154,0.4039,0.1938,0.2892,1.0,0.2172,0.1602,0.4243,0.0,0.5378,0.0,0.8702,0.1275,0.488,0.6089
080228612d,5,forest,10,1315.6,46.0154,1.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.8702,0.1275,0.488,0.6089
080228612d,5,forest,11,389.1,46.0154,1.0,0.1808,0.0014,1.0,0.0377,0.1807,0.5896,0.0,0.0377,0.0,0.8702,0.1275,0.488,0.6089
080228612d,5,forest,12,777.6,46.0154,1.0,0.1532,0.376,1.0,0.6132,0.1186,0.3598,0.0,0.6132,0.0,0.8702,0.1275,0.488,0.6089
080228612d,5,forest,13,290.8,46.0154,0.2718,0.1306,0.1354,1.0,0.1,0.12,0.4888,0.0,0.368,0.0,0.8702,0.1275,0.488,0.6089
080228612d,5,forest,14,333.7,46.0154,1.0,0.0504,0.8572,1.0,0.9258,0.0245,0.075,0.0,0.9258,0.0,0.8702,0.1275,0.488,0.6089
080228612d,5,forest,15,1032.1,46.0154,1.0,0.1511,0.7856,1.0,0.8864,0.0799,0.1234,0.0,0.8864,0.0,0.8702,0.1275,0.488,0.6089
080228612d,5,forest,16,330.5,46.0154,0.0887,0.1896,0.6414,1.0,0.0711,0.1166,0.2133,0.0,0.8009,0.0,0.8702,0.1275,0.488,0.6089
080228612d,5,forest,17,466.6,46.0154,0.7412,0.1316,0.1208,1.0,0.2576,0.122,0.4975,0.0,0.3475,0.0,0.8702,0.1275,0.488,0.6089
080228612d,5,forest,18,372.4,46.0154,1.0,0.0,0.607,1.0,0.7791,0.0,0.1965,0.0,0.7791,0.0,0.8702,0.1275,0.488,0.6089
