map_name,circuit_id,td,course_type,leg_index,leg_m,fitness_total,parallel_affordance,crossing_density,exit_clarity,contour_crossing_guidance,HANDRAIL_FOLLOW,LINE_CROSSING,ATTACK_POINT,DIRECT_RISK_RUN,RELIEF_CROSSING_GUIDANCE,SAFETY_RECOVERY,score_a,penalty_b,score_d,score_h
crohot,22f596ccc4,5,forest,17,646.9,22.4624,0.0666,0.1182,0.6934,1.0,0.0555,0.069,0.1714,0.0,0.8327,0.0,0.8702,0.0087,0.4918,0.5811
crohot,22f596ccc4,5,forest,18,231.1,22.4624,0.5728,0.1397,0.0,1.0,0.0,0.1397,0.5698,0.0,0.0,0.0,0.8702,0.0087,0.4918,0.5811
crohot,f2a001e677,5,forest,0,283.5,35.3689,0.4688,0.119,0.7503,1.0,0.4061,0.0654,0.1397,0.0,0.8662,0.0,0.8702,0.0942,0.3375,0.6089
crohot,f2a001e677,5,forest,1,437.5,35.3689,0.1597,0.1982,0.6353,1.0,0.1273,0.1226,0.2185,0.0,0.797,0.0,0.8702,0.0942,0.3375,0.6089
crohot,f2a001e677,5,forest,2,402.0,35.3689,0.0824,0.4223,0.9865,1.0,0.0819,0.1723,0.0096,0.0,0.9932,0.0,0.8702,0.0942,0.3375,0.6089
crohot,f2a001e677,5,forest,3,857.6,35.3689,0.5641,0.2248,0.6459,1.0,0.4534,0.1377,0.2169,0.0,0.8037,0.0,0.8702,0.0942,0.3375,0.6089
crohot,f2a001e677,5,forest,4,492.8,35.3689,0.5477,0.2659,0.0,1.0,0.0,0.2659,0.6329,0.0,0.0,0.0,0.8702,0.0942,0.3375,0.6089
crohot,f2a001e677,5,forest,5,602.1,35.3689,1.0,0.1916,0.4596,1.0,0.678,0.1388,0.322,0.0,0.678,0.0,0.8702,0.0942,0.3375,0.6089
crohot,f2a001e677,5,forest,6,303.2,35.3689,0.4435,0.0,0.0,0.8266,0.0,0.0,0.5,0.0,0.0,0.0867,0.8702,0.0942,0.3375,0.6089
crohot,f2a001e677,5,forest,7,559.3,35.3689,0.8053,0.2128,0.0,1.0,0.0,0.2128,0.6064,0.0,0.0,0.0,0.8702,0.0942,0.3375,0.6089
crohot,f2a001e677,5,forest,8,671.2,35.3689,0.8656,0.0469,0.908,1.0,0.8248,0.0214,0.0482,0.0,0.9529,0.0,0.8702,0.0942,0.3375,0.6089
crohot,f2a001e677,5,forest,9,577.8,35.3689,0.9684,0.197,0.2593,1.0,0.4931,0.1663,0.4433,0.0,0.5092,0.0,0.8702,0.0942,0.3375,0.6089
crohot,f2a001e677,5,forest,10,517.6,35.3689,0.9736,0.266,0.9719,1.0,0.9598,0.1109,0.0178,0.0,0.9858,0.0,0.8702,0.0942,0.3375,0.6089
crohot,f2a001e677,5,forest,11,399.3,35.3689,0.0763,0.2851,0.0,1.0,0.0,0.2851,0.6425,0.0,0.0,0.0,0.8702,0.0942,0.3375,0.6089
crohot,f2a001e677,5,forest,12,478.9,35.3689,1.0,0.107,0.6285,1.0,0.7928,0.0667,0.2056,0.0,0.7928,0.0,0.8702,0.0942,0.3375,0.6089
crohot,f2a001e677,5,forest,13,532.0,35.3689,1.0,0.2596,0.8153,1.0,0.9029,0.1326,0.1163,0.0,0.9029,0.0,0.8702,0.0942,0.3375,0.6089
crohot,f2a001e677,5,forest,14,799.4,35.3689,1.0,0.289,0.9399,1.0,0.9695,0.126,0.0387,0.0,0.9695,0.0,0.8702,0.0942,0.3375,0.6089
crohot,f2a001e677,5,forest,15,354.5,35.3689,0.9351,0.1263,0.8817,1.0,0.878,0.0595,0.0666,0.0,0.939,0.0,0.8702,0.0942,0.3375,0.6089
crohot,f2a001e677,5,forest,16,752.3,35.3689,0.8169,0.088,0.3469,1.0,0.4811,0.0697,0.3553,0.0,0.589,0.0,0.8702,0.0942,0.3375,0.6089
crohot,f2a001e677,5,forest,17,178.8,35.3689,0.2201,0.0621,0.7525,1.0,0.1909,0.0341,0.1314,0.0,0.8675,0.0,0.8702,0.0942,0.3375,0.6089
crohot,f2a001e677,5,forest,18,648.0,35.3689,0.8965,0.0643,0.971,1.0,0.8834,0.0269,0.0154,0.0,0.9854,0.0,0.8702,0.0942,0.3375,0.6089
crohot,dab1a19cad,5,forest,0,298.9,10.3464,0.8216,0.0048,0.8707,1.0,0.7667,0.0023,0.065,0.0,0.9331,0.0,0.8702,0.1493,0.5883,0.52
crohot,dab1a19cad,5,forest,1,205.9,10.3464,0.2764,0.2266,0.3821,1.0,0.1709,0.1747,0.3789,0.0,0.6182,0.0,0.8702,0.1493,0.5883,0.52
crohot,dab1a19cad,5,forest,2,661.7,10.3464,1.0,0.089,0.5727,1.0,0.7568,0.0584,0.2327,0.0,0.7568,0.0,0.8702,0.1493,0.5883,0.52
crohot,dab1a19cad,5,forest,3,440.0,10.3464,0.9135,0.1051,0.9761,1.0,0.9025,0.0435,0.0132,0.0,0.988,0.0,0.8702,0.1493,0.5883,0.52
crohot,dab1a19cad,5,forest,4,588.9,10.3464,0.4038,0.1252,0.5887,1.0,0.3098,0.081,0.2314,0.0,0.7673,0.0,0.8702,0.1493,0.5883,0.52
crohot,dab1a19cad,5,forest,5,356.8,10.3464,0.0,0.0274,0.9023,1.0,0.0,0.0126,0.0502,0.0,0.9499,0.0,0.8702,0.1493,0.5883,0.52
crohot,dab1a19cad,5,forest,6,612.0,10.3464,0.3464,0.2326,0.0,1.0,0.0,0.2326,0.6163,0.0,0.0,0.0,0.8702,0.1493,0.5883,0.52
crohot,dab1a19cad,5,forest,7,578.0,10.3464,0.9412,0.1389,0.2798,1.0,0.4978,0.1156,0.4101,0.0,0.5289,0.0,0.8702,0.1493,0.5883,0.52
